cite,cited,subgraph_1hop,subgraph_2hop,subgraph_3hop
273152,210871,"[[35, 35, 35, 35061, 44514, 82920, 82920, 210871, 210872, 210872, 210872], [210871, 273152, 35061, 210871, 210871, 273152, 35, 35, 210871, 273152, 35]]","[[35, 35, 35, 35, 32083, 35061, 44514, 82920, 82920, 141342, 210871, 210872, 210872, 210872], [141342, 210871, 273152, 35061, 35061, 210871, 210871, 273152, 35, 35061, 35, 210871, 273152, 35]]","[[35, 35, 35, 35, 32083, 35061, 44514, 82920, 82920, 141342, 210871, 210872, 210872, 210872], [141342, 210871, 273152, 35061, 35061, 210871, 210871, 273152, 35, 35061, 35, 210871, 273152, 35]]"
273949,1114992,"[[16471, 16471, 105856, 687401], [1114992, 273949, 273949, 273949]]","[[16471, 16471, 16471, 16474, 16485, 105856, 133553, 133563, 175548, 687401], [1114992, 16474, 273949, 16471, 105856, 273949, 105856, 105856, 105856, 273949]]","[[5194, 12337, 16437, 16471, 16471, 16471, 16474, 16476, 16485, 48550, 48555, 48555, 105856, 133553, 133563, 141160, 175548, 687401], [133563, 16474, 16474, 1114992, 16474, 273949, 16471, 16474, 105856, 133563, 133563, 48550, 273949, 105856, 105856, 133553, 105856, 273949]]"
280876,1115291,"[[1717, 3187, 17242, 17242, 137849, 137849], [1115291, 280876, 1115291, 280876, 1115291, 17242]]","[[1717, 3187, 3187, 4330, 4330, 4335, 5086, 5086, 5086, 6913, 6913, 17242, 17242, 32688, 109323, 137849, 137849], [1115291, 280876, 5086, 1717, 32688, 1717, 109323, 137849, 3187, 1717, 4330, 1115291, 280876, 1717, 137849, 1115291, 17242]]","[[1717, 3187, 3187, 3191, 3191, 3192, 3192, 4330, 4330, 4335, 5086, 5086, 5086, 5086, 6913, 6913, 12638, 17242, 17242, 32688, 109323, 137849, 137849, 646286, 646289], [1115291, 280876, 5086, 3192, 5086, 3191, 5086, 1717, 32688, 1717, 109323, 137849, 3187, 3191, 1717, 4330, 4330, 1115291, 280876, 1717, 137849, 1115291, 17242, 6913, 6913]]"
282700,1115375,"[[2658, 2658, 2665, 2665], [1115375, 282700, 1115375, 2658]]","[[2658, 2658, 2658, 2665, 2665, 2665, 2665, 8581, 230879, 230879, 237489, 237521, 696345], [1115375, 282700, 696345, 1115375, 237489, 2658, 696345, 2665, 2658, 696345, 2665, 2665, 2658]]","[[1365, 2658, 2658, 2658, 2665, 2665, 2665, 2665, 2665, 8581, 69198, 135464, 135464, 230879, 230879, 230879, 237489, 237521, 578337, 696345], [237521, 1115375, 282700, 696345, 1115375, 237489, 2658, 578337, 696345, 2665, 8581, 237489, 8581, 2658, 578337, 696345, 2665, 2665, 696345, 2658]]"
284023,1152958,"[[93555, 93555, 284023, 346292, 346292], [1152958, 284023, 346292, 1152958, 284023]]","[[1365, 32083, 93555, 93555, 284023, 346292, 346292], [93555, 346292, 1152958, 284023, 346292, 1152958, 284023]]","[[1365, 32083, 93555, 93555, 284023, 346292, 346292], [93555, 346292, 1152958, 284023, 346292, 1152958, 284023]]"
284023,119761,"[[12638, 93555, 93555, 93555, 119761, 284023, 284025, 346292], [119761, 119761, 284023, 284025, 284025, 346292, 119761, 284023]]","[[1365, 12631, 12638, 32083, 93555, 93555, 93555, 93555, 119761, 119761, 143801, 284023, 284025, 346292], [93555, 12638, 119761, 346292, 119761, 143801, 284023, 284025, 143801, 284025, 284025, 346292, 119761, 284023]]","[[1365, 6898, 12631, 12631, 12638, 12638, 32083, 93555, 93555, 93555, 93555, 119761, 119761, 143801, 284023, 284025, 346292], [93555, 12631, 12638, 6898, 119761, 6898, 346292, 119761, 143801, 284023, 284025, 143801, 284025, 284025, 346292, 119761, 284023]]"
284025,119761,"[[12638, 93555, 93555, 93555, 93555, 119761, 143801, 284023], [119761, 119761, 143801, 284023, 284025, 143801, 284025, 119761]]","[[1365, 12631, 12638, 93555, 93555, 93555, 93555, 119761, 143801, 284023, 284023, 346292], [93555, 12638, 119761, 119761, 143801, 284023, 284025, 143801, 284025, 119761, 346292, 284023]]","[[1365, 6898, 12631, 12631, 12638, 12638, 32083, 93555, 93555, 93555, 93555, 119761, 143801, 284023, 284023, 346292], [93555, 12631, 12638, 6898, 119761, 6898, 346292, 119761, 143801, 284023, 284025, 143801, 284025, 119761, 346292, 284023]]"
284025,949217,"[[4330, 12330, 93555, 93555, 93555, 119761, 119761, 143801, 284025, 340078], [949217, 949217, 119761, 143801, 284025, 143801, 284025, 284025, 119761, 949217]]","[[910, 910, 1365, 2702, 4330, 6913, 12330, 12439, 12638, 12638, 93555, 93555, 93555, 93555, 119761, 119761, 143801, 284023, 284025, 340078], [12439, 340078, 93555, 12330, 949217, 4330, 949217, 340078, 119761, 4330, 119761, 143801, 284023, 284025, 143801, 284025, 284025, 119761, 119761, 949217]]","[[906, 910, 910, 910, 910, 1365, 1365, 2702, 4330, 5462, 5869, 6913, 12330, 12439, 12631, 12638, 12638, 22563, 22563, 25702, 36140, 36140, 77758, 93555, 93555, 93555, 93555, 119761, 119761, 143801, 284023, 284023, 284025, 340078, 346292, 646286, 646289], [910, 12439, 340078, 5462, 5869, 77758, 93555, 12330, 949217, 910, 910, 4330, 949217, 340078, 12638, 119761, 4330, 12439, 36140, 910, 12439, 22563, 910, 119761, 143801, 284023, 284025, 143801, 284025, 284025, 119761, 346292, 119761, 949217, 284023, 6913, 6913]]"
287787,1123756,"[[35, 35, 28230, 110041, 124952], [1123756, 287787, 1123756, 287787, 1123756]]","[[35, 35, 35, 28230, 82920, 110041, 124952, 210871, 210872, 210872], [1123756, 210871, 287787, 1123756, 35, 287787, 1123756, 35, 210871, 35]]","[[35, 35, 35, 35, 35, 28230, 35061, 44514, 82920, 82920, 110041, 124952, 210871, 210871, 210872, 210872, 210872, 273152], [1123756, 210871, 273152, 287787, 35061, 1123756, 210871, 210871, 273152, 35, 287787, 1123756, 273152, 35, 210871, 273152, 35, 210871]]"
287787,1130847,"[[35, 35, 35, 110041, 287787, 634938], [1130847, 287787, 634938, 287787, 634938, 1130847]]","[[35, 35, 35, 35, 82920, 110041, 210871, 210872, 210872, 287787, 634938], [1130847, 210871, 287787, 634938, 35, 287787, 35, 210871, 35, 634938, 1130847]]","[[35, 35, 35, 35, 35, 35, 35061, 44514, 82920, 82920, 110041, 210871, 210871, 210872, 210872, 210872, 273152, 287787, 634938], [1130847, 210871, 273152, 287787, 35061, 634938, 210871, 210871, 273152, 35, 287787, 273152, 35, 210871, 273152, 35, 210871, 634938, 1130847]]"
287787,1130856,"[[35, 35, 110041], [1130856, 287787, 287787]]","[[35, 35, 35, 82920, 110041, 210871, 210872, 210872], [1130856, 210871, 287787, 35, 287787, 35, 210871, 35]]","[[35, 35, 35, 35, 35, 35061, 44514, 82920, 82920, 110041, 210871, 210871, 210872, 210872, 210872, 273152], [1130856, 210871, 273152, 287787, 35061, 210871, 210871, 273152, 35, 287787, 273152, 35, 210871, 273152, 35, 210871]]"
287787,415693,"[[35, 35, 35, 84021, 110041], [287787, 415693, 84021, 415693, 287787]]","[[35, 35, 35, 35, 35, 35, 1688, 82920, 82920, 82920, 84021, 84021, 98698, 110041, 143323, 210871, 210872, 210872], [1688, 210871, 287787, 415693, 84021, 98698, 84021, 35, 84021, 98698, 415693, 98698, 84021, 287787, 84021, 35, 210871, 35]]","[[35, 35, 35, 35, 35, 35, 35, 35, 1688, 35061, 44514, 58758, 82920, 82920, 82920, 82920, 84021, 84021, 98698, 110041, 143323, 210871, 210871, 210872, 210872, 210872, 273152], [1688, 210871, 273152, 287787, 35061, 415693, 84021, 98698, 84021, 210871, 210871, 1688, 273152, 35, 84021, 98698, 415693, 98698, 84021, 287787, 84021, 273152, 35, 210871, 273152, 35, 210871]]"
287787,503883,"[[35, 35, 110041], [287787, 503883, 287787]]","[[35, 35, 35, 82920, 110041, 210871, 210872, 210872], [210871, 287787, 503883, 35, 287787, 35, 210871, 35]]","[[35, 35, 35, 35, 35, 35061, 44514, 82920, 82920, 110041, 210871, 210871, 210872, 210872, 210872, 273152], [210871, 273152, 287787, 35061, 503883, 210871, 210871, 273152, 35, 287787, 273152, 35, 210871, 273152, 35, 210871]]"
287787,634902,"[[35, 35, 110041], [287787, 634902, 287787]]","[[35, 35, 35, 82920, 110041, 210871, 210872, 210872], [210871, 287787, 634902, 35, 287787, 35, 210871, 35]]","[[35, 35, 35, 35, 35, 35061, 44514, 82920, 82920, 110041, 210871, 210871, 210872, 210872, 210872, 273152], [210871, 273152, 287787, 35061, 634902, 210871, 210871, 273152, 35, 287787, 273152, 35, 210871, 273152, 35, 210871]]"
287787,634904,"[[35, 35, 110041], [287787, 634904, 287787]]","[[35, 35, 35, 82920, 110041, 210871, 210872, 210872], [210871, 287787, 634904, 35, 287787, 35, 210871, 35]]","[[35, 35, 35, 35, 35, 35061, 44514, 82920, 82920, 110041, 210871, 210871, 210872, 210872, 210872, 273152], [210871, 273152, 287787, 35061, 634904, 210871, 210871, 273152, 35, 287787, 273152, 35, 210871, 273152, 35, 210871]]"
287787,634938,"[[35, 35, 110041], [287787, 634938, 287787]]","[[35, 35, 35, 82920, 110041, 210871, 210872, 210872], [210871, 287787, 634938, 35, 287787, 35, 210871, 35]]","[[35, 35, 35, 35, 35, 35061, 44514, 82920, 82920, 110041, 210871, 210871, 210872, 210872, 210872, 273152], [210871, 273152, 287787, 35061, 634938, 210871, 210871, 273152, 35, 287787, 273152, 35, 210871, 273152, 35, 210871]]"
287787,634975,"[[35, 35, 35, 35, 110041, 287787, 287787, 634902, 634904], [287787, 634902, 634904, 634975, 287787, 634902, 634904, 634975, 634975]]","[[35, 35, 35, 35, 35, 82920, 110041, 210871, 210872, 210872, 287787, 287787, 634902, 634904], [210871, 287787, 634902, 634904, 634975, 35, 287787, 35, 210871, 35, 634902, 634904, 634975, 634975]]","[[35, 35, 35, 35, 35, 35, 35, 35061, 44514, 82920, 82920, 110041, 210871, 210871, 210872, 210872, 210872, 273152, 287787, 287787, 634902, 634904], [210871, 273152, 287787, 35061, 634902, 634904, 634975, 210871, 210871, 273152, 35, 287787, 273152, 35, 210871, 273152, 35, 210871, 634902, 634904, 634975, 634975]]"
287787,647447,"[[35, 35, 35, 8874, 110041, 287787, 503883], [287787, 503883, 647447, 647447, 287787, 503883, 647447]]","[[35, 35, 35, 35, 8874, 82920, 110041, 210871, 210872, 210872, 287787, 503883], [210871, 287787, 503883, 647447, 647447, 35, 287787, 35, 210871, 35, 503883, 647447]]","[[35, 35, 35, 35, 35, 35, 8874, 35061, 44514, 82920, 82920, 110041, 210871, 210871, 210872, 210872, 210872, 273152, 287787, 503883], [210871, 273152, 287787, 35061, 503883, 647447, 647447, 210871, 210871, 273152, 35, 287787, 273152, 35, 210871, 273152, 35, 210871, 503883, 647447]]"
289085,689152,"[[105856, 175548, 175548, 264556, 264556, 289088, 335042], [289085, 105856, 689152, 289085, 335042, 689152, 289085]]","[[16485, 50354, 105856, 133553, 133563, 175548, 175548, 264556, 264556, 289088, 335042], [105856, 289088, 289085, 105856, 105856, 105856, 689152, 289085, 335042, 689152, 289085]]","[[5194, 16485, 48550, 48555, 48555, 50354, 50354, 105856, 123556, 123556, 133553, 133563, 141160, 175548, 175548, 264556, 264556, 289088, 335042], [133563, 105856, 133563, 133563, 48550, 123556, 289088, 289085, 141160, 50354, 105856, 105856, 133553, 105856, 689152, 289085, 335042, 689152, 289085]]"
289779,289780,"[[35, 35, 35, 87417, 87417, 87417, 289781], [289779, 289780, 289781, 289779, 289780, 289781, 289780]]","[[35, 35, 35, 35, 58436, 58453, 58454, 82920, 87417, 87417, 87417, 210871, 210872, 210872, 289781], [210871, 289779, 289780, 289781, 87417, 87417, 87417, 35, 289779, 289780, 289781, 35, 210871, 35, 289780]]","[[35, 35, 35, 35, 35, 35, 463, 35061, 44514, 58436, 58453, 58454, 82920, 82920, 87417, 87417, 87417, 210871, 210871, 210872, 210872, 210872, 273152, 289781], [210871, 273152, 289779, 289780, 289781, 35061, 58454, 210871, 210871, 87417, 87417, 87417, 273152, 35, 289779, 289780, 289781, 273152, 35, 210871, 273152, 35, 210871, 289780]]"
289779,801170,"[[35, 35, 35, 35, 87417, 87417, 87417, 87417, 289779, 289780, 289781, 289781], [289779, 289780, 289781, 801170, 289779, 289780, 289781, 801170, 289780, 801170, 289780, 801170]]","[[35, 35, 35, 35, 35, 58436, 58453, 58454, 82920, 87417, 87417, 87417, 87417, 210871, 210872, 210872, 289779, 289780, 289781, 289781], [210871, 289779, 289780, 289781, 801170, 87417, 87417, 87417, 35, 289779, 289780, 289781, 801170, 35, 210871, 35, 289780, 801170, 289780, 801170]]","[[35, 35, 35, 35, 35, 35, 35, 463, 35061, 44514, 58436, 58453, 58454, 82920, 82920, 87417, 87417, 87417, 87417, 210871, 210871, 210872, 210872, 210872, 273152, 289779, 289780, 289781, 289781], [210871, 273152, 289779, 289780, 289781, 35061, 801170, 58454, 210871, 210871, 87417, 87417, 87417, 273152, 35, 289779, 289780, 289781, 801170, 273152, 35, 210871, 273152, 35, 210871, 289780, 801170, 289780, 801170]]"
289780,1128453,"[[35, 35, 35, 35, 87417, 87417, 87417, 87417, 289779, 289781, 289781], [1128453, 289779, 289780, 289781, 1128453, 289779, 289780, 289781, 289780, 1128453, 289780]]","[[35, 35, 35, 35, 35, 58436, 58453, 58454, 82920, 87417, 87417, 87417, 87417, 210871, 210872, 210872, 289779, 289781, 289781], [1128453, 210871, 289779, 289780, 289781, 87417, 87417, 87417, 35, 1128453, 289779, 289780, 289781, 35, 210871, 35, 289780, 1128453, 289780]]","[[35, 35, 35, 35, 35, 35, 35, 463, 35061, 44514, 58436, 58453, 58454, 82920, 82920, 87417, 87417, 87417, 87417, 210871, 210871, 210872, 210872, 210872, 273152, 289779, 289781, 289781], [1128453, 210871, 273152, 289779, 289780, 289781, 35061, 58454, 210871, 210871, 87417, 87417, 87417, 273152, 35, 1128453, 289779, 289780, 289781, 273152, 35, 210871, 273152, 35, 210871, 289780, 1128453, 289780]]"
289780,1153784,"[[35, 35, 35, 87417, 87417, 87417, 289779, 289781, 289781], [289779, 289780, 289781, 289779, 289780, 289781, 289780, 1153784, 289780]]","[[35, 35, 35, 35, 58436, 58453, 58454, 82920, 87417, 87417, 87417, 210871, 210872, 210872, 289779, 289781, 289781], [210871, 289779, 289780, 289781, 87417, 87417, 87417, 35, 289779, 289780, 289781, 35, 210871, 35, 289780, 1153784, 289780]]","[[35, 35, 35, 35, 35, 35, 463, 35061, 44514, 58436, 58453, 58454, 82920, 82920, 87417, 87417, 87417, 210871, 210871, 210872, 210872, 210872, 273152, 289779, 289781, 289781], [210871, 273152, 289779, 289780, 289781, 35061, 58454, 210871, 210871, 87417, 87417, 87417, 273152, 35, 289779, 289780, 289781, 273152, 35, 210871, 273152, 35, 210871, 289780, 1153784, 289780]]"
289780,801170,"[[35, 35, 35, 35, 87417, 87417, 87417, 87417, 289779, 289779, 289781, 289781], [289779, 289780, 289781, 801170, 289779, 289780, 289781, 801170, 289780, 801170, 289780, 801170]]","[[35, 35, 35, 35, 35, 58436, 58453, 58454, 82920, 87417, 87417, 87417, 87417, 210871, 210872, 210872, 289779, 289779, 289781, 289781], [210871, 289779, 289780, 289781, 801170, 87417, 87417, 87417, 35, 289779, 289780, 289781, 801170, 35, 210871, 35, 289780, 801170, 289780, 801170]]","[[35, 35, 35, 35, 35, 35, 35, 463, 35061, 44514, 58436, 58453, 58454, 82920, 82920, 87417, 87417, 87417, 87417, 210871, 210871, 210872, 210872, 210872, 273152, 289779, 289779, 289781, 289781], [210871, 273152, 289779, 289780, 289781, 35061, 801170, 58454, 210871, 210871, 87417, 87417, 87417, 273152, 35, 289779, 289780, 289781, 801170, 273152, 35, 210871, 273152, 35, 210871, 289780, 801170, 289780, 801170]]"
289781,1128453,"[[35, 35, 35, 87417, 87417, 87417, 289780, 289781], [1128453, 289780, 289781, 1128453, 289780, 289781, 1128453, 289780]]","[[35, 35, 35, 35, 35, 58436, 58453, 58454, 82920, 87417, 87417, 87417, 87417, 210871, 210872, 210872, 289779, 289780, 289781], [1128453, 210871, 289779, 289780, 289781, 87417, 87417, 87417, 35, 1128453, 289779, 289780, 289781, 35, 210871, 35, 289780, 1128453, 289780]]","[[35, 35, 35, 35, 35, 35, 35, 463, 35061, 44514, 58436, 58453, 58454, 82920, 82920, 87417, 87417, 87417, 87417, 210871, 210871, 210872, 210872, 210872, 273152, 289779, 289780, 289781], [1128453, 210871, 273152, 289779, 289780, 289781, 35061, 58454, 210871, 210871, 87417, 87417, 87417, 273152, 35, 1128453, 289779, 289780, 289781, 273152, 35, 210871, 273152, 35, 210871, 289780, 1128453, 289780]]"
289781,1153784,"[[35, 35, 87417, 87417, 289780, 289781], [289780, 289781, 289780, 289781, 1153784, 289780]]","[[35, 35, 35, 35, 58436, 58453, 58454, 82920, 87417, 87417, 87417, 210871, 210872, 210872, 289779, 289780, 289781], [210871, 289779, 289780, 289781, 87417, 87417, 87417, 35, 289779, 289780, 289781, 35, 210871, 35, 289780, 1153784, 289780]]","[[35, 35, 35, 35, 35, 35, 463, 35061, 44514, 58436, 58453, 58454, 82920, 82920, 87417, 87417, 87417, 210871, 210871, 210872, 210872, 210872, 273152, 289779, 289780, 289781], [210871, 273152, 289779, 289780, 289781, 35061, 58454, 210871, 210871, 87417, 87417, 87417, 273152, 35, 289779, 289780, 289781, 273152, 35, 210871, 273152, 35, 210871, 289780, 1153784, 289780]]"
289781,289780,"[[35, 35, 35, 87417, 87417, 87417, 289779], [289779, 289780, 289781, 289779, 289780, 289781, 289780]]","[[35, 35, 35, 35, 58436, 58453, 58454, 82920, 87417, 87417, 87417, 210871, 210872, 210872, 289779], [210871, 289779, 289780, 289781, 87417, 87417, 87417, 35, 289779, 289780, 289781, 35, 210871, 35, 289780]]","[[35, 35, 35, 35, 35, 35, 463, 35061, 44514, 58436, 58453, 58454, 82920, 82920, 87417, 87417, 87417, 210871, 210871, 210872, 210872, 210872, 273152, 289779], [210871, 273152, 289779, 289780, 289781, 35061, 58454, 210871, 210871, 87417, 87417, 87417, 273152, 35, 289779, 289780, 289781, 273152, 35, 210871, 273152, 35, 210871, 289780]]"
289781,801170,"[[35, 35, 35, 35, 87417, 87417, 87417, 87417, 289779, 289779, 289780, 289781], [289779, 289780, 289781, 801170, 289779, 289780, 289781, 801170, 289780, 801170, 801170, 289780]]","[[35, 35, 35, 35, 35, 58436, 58453, 58454, 82920, 87417, 87417, 87417, 87417, 210871, 210872, 210872, 289779, 289779, 289780, 289781], [210871, 289779, 289780, 289781, 801170, 87417, 87417, 87417, 35, 289779, 289780, 289781, 801170, 35, 210871, 35, 289780, 801170, 801170, 289780]]","[[35, 35, 35, 35, 35, 35, 35, 463, 35061, 44514, 58436, 58453, 58454, 82920, 82920, 87417, 87417, 87417, 87417, 210871, 210871, 210872, 210872, 210872, 273152, 289779, 289779, 289780, 289781], [210871, 273152, 289779, 289780, 289781, 35061, 801170, 58454, 210871, 210871, 87417, 87417, 87417, 273152, 35, 289779, 289780, 289781, 801170, 273152, 35, 210871, 273152, 35, 210871, 289780, 801170, 801170, 289780]]"
289885,1115701,"[[20923, 20923, 20923, 20924, 20924, 31479, 31479, 77758, 202520, 289885], [1115701, 20924, 289885, 1115701, 289885, 1115701, 289885, 289885, 1115701, 20924]]","[[1365, 20923, 20923, 20923, 20923, 20924, 20924, 20924, 31479, 31479, 31479, 77758, 77758, 202520, 289885, 294030], [77758, 1115701, 20924, 289885, 294030, 1115701, 289885, 294030, 1115701, 289885, 294030, 289885, 294030, 1115701, 20924, 20924]]","[[1365, 20923, 20923, 20923, 20923, 20924, 20924, 20924, 31479, 31479, 31479, 39890, 77758, 77758, 202520, 289885, 294030], [77758, 1115701, 20924, 289885, 294030, 1115701, 289885, 294030, 1115701, 289885, 294030, 294030, 289885, 294030, 1115701, 20924, 20924]]"
289885,20924,"[[20923, 20923, 20923, 20924, 31479, 31479, 77758, 77758, 294030], [20924, 289885, 294030, 294030, 289885, 294030, 289885, 294030, 20924]]","[[1365, 20923, 20923, 20923, 20924, 31479, 31479, 39890, 77758, 77758, 294030], [77758, 20924, 289885, 294030, 294030, 289885, 294030, 294030, 289885, 294030, 20924]]","[[1365, 20923, 20923, 20923, 20924, 31479, 31479, 39890, 51049, 77758, 77758, 294030], [77758, 20924, 289885, 294030, 294030, 289885, 294030, 294030, 39890, 289885, 294030, 20924]]"
293271,293285,"[[4584, 4584, 6213], [293285, 6213, 293271]]","[[887, 887, 4584, 4584, 4584, 6151, 6213, 6213], [6151, 6213, 293285, 6151, 6213, 6213, 293271, 6151]]","[[35, 35, 35, 887, 887, 4584, 4584, 4584, 6151, 6213, 6213, 198653, 210871, 210871, 210871], [198653, 210871, 887, 6151, 6213, 293285, 6151, 6213, 6213, 293271, 6151, 887, 198653, 35, 887]]"
293974,1125469,"[[6814, 6814, 6818, 33231, 35778, 37888, 37888, 37888, 77438, 77438, 108974], [1125469, 293974, 293974, 293974, 1125469, 1125469, 293974, 77438, 293974, 37888, 1125469]]","[[6814, 6814, 6818, 29723, 33231, 35778, 35778, 36131, 36802, 37888, 37888, 37888, 73146, 77438, 77438, 108974, 300806, 300806], [1125469, 293974, 293974, 6818, 293974, 1125469, 73146, 77438, 37888, 1125469, 293974, 77438, 35778, 293974, 37888, 1125469, 29723, 6818]]","[[6814, 6814, 6818, 18774, 18777, 18777, 23738, 29723, 29723, 33231, 35778, 35778, 35905, 36131, 36802, 37888, 37888, 37888, 52515, 73146, 73146, 77438, 77438, 108974, 189566, 300806, 300806], [1125469, 293974, 293974, 73146, 18774, 73146, 73146, 35905, 6818, 293974, 1125469, 73146, 29723, 77438, 37888, 1125469, 293974, 77438, 300806, 18774, 35778, 293974, 37888, 1125469, 36802, 29723, 6818]]"
294030,20924,"[[20923, 20923, 20923, 20924, 31479, 31479, 39890, 77758, 77758, 289885], [20924, 289885, 294030, 289885, 289885, 294030, 294030, 289885, 294030, 20924]]","[[1365, 20923, 20923, 20923, 20924, 31479, 31479, 39890, 51049, 77758, 77758, 289885], [77758, 20924, 289885, 294030, 289885, 289885, 294030, 294030, 39890, 289885, 294030, 20924]]","[[1365, 20923, 20923, 20923, 20924, 31479, 31479, 39890, 51049, 77758, 77758, 289885], [77758, 20924, 289885, 294030, 289885, 289885, 294030, 294030, 39890, 289885, 294030, 20924]]"
294126,649944,"[[145315, 145315], [294126, 649944]]","[[145315, 145315], [294126, 649944]]","[[145315, 145315], [294126, 649944]]"
300806,396412,"[[3229, 3229, 3229, 35922, 35922, 50337, 52515, 631015], [35922, 396412, 52515, 396412, 50337, 396412, 300806, 396412]]","[[3229, 3229, 3229, 4335, 6184, 6818, 6818, 28957, 29492, 29492, 30817, 35922, 35922, 35922, 50336, 50336, 50337, 52515, 91038, 144408, 300806, 631015], [35922, 396412, 52515, 35922, 3229, 50336, 50337, 35922, 144408, 3229, 3229, 396412, 50336, 50337, 35922, 50337, 396412, 300806, 52515, 3229, 6818, 396412]]","[[3229, 3229, 3229, 4335, 4584, 4584, 4584, 6184, 6213, 6213, 6214, 6818, 6818, 19621, 28957, 29492, 29492, 29723, 30817, 35922, 35922, 35922, 50336, 50336, 50337, 52515, 91038, 144408, 202639, 231198, 300806, 300806, 631015], [35922, 396412, 52515, 35922, 6184, 6213, 6214, 3229, 6184, 6214, 6184, 50336, 50337, 6184, 35922, 144408, 3229, 6818, 3229, 396412, 50336, 50337, 35922, 50337, 396412, 300806, 52515, 3229, 144408, 144408, 29723, 6818, 396412]]"
300806,6818,"[[29723, 52515, 300806], [6818, 300806, 29723]]","[[3229, 29723, 29723, 35905, 52515, 91038, 300806], [52515, 35905, 6818, 29723, 300806, 52515, 29723]]","[[910, 3229, 6184, 29492, 29492, 29723, 29723, 30817, 35905, 52515, 91038, 144408, 300806], [35905, 52515, 3229, 144408, 3229, 35905, 6818, 3229, 29723, 300806, 52515, 3229, 29723]]"
307015,1131198,"[[35, 82920, 82920, 307015, 643199], [307015, 307015, 35, 643199, 1131198]]","[[35, 35, 35, 82920, 82920, 210871, 210872, 210872, 307015, 307015, 335733, 643199], [210871, 307015, 335733, 307015, 35, 35, 210871, 35, 335733, 643199, 643199, 1131198]]","[[35, 35, 35, 35, 35, 35061, 44514, 82920, 82920, 82920, 210871, 210871, 210872, 210872, 210872, 273152, 307015, 307015, 335733, 643199], [210871, 273152, 307015, 335733, 35061, 210871, 210871, 273152, 307015, 35, 273152, 35, 210871, 273152, 35, 210871, 335733, 643199, 643199, 1131198]]"
307015,335733,"[[35, 35, 82920, 82920], [307015, 335733, 307015, 35]]","[[35, 35, 35, 82920, 82920, 210871, 210872, 210872], [210871, 307015, 335733, 307015, 35, 35, 210871, 35]]","[[35, 35, 35, 35, 35, 35061, 44514, 82920, 82920, 82920, 210871, 210871, 210872, 210872, 210872, 273152], [210871, 273152, 307015, 335733, 35061, 210871, 210871, 273152, 307015, 35, 273152, 35, 210871, 273152, 35, 210871]]"
307015,39474,"[[35, 35, 1688, 1688, 1694, 39474, 82920, 82920], [1688, 307015, 1694, 39474, 39474, 1694, 307015, 35]]","[[35, 35, 35, 1688, 1688, 1694, 39474, 58758, 82920, 82920, 210871, 210872, 210872], [1688, 210871, 307015, 1694, 39474, 39474, 1694, 1688, 307015, 35, 35, 210871, 35]]","[[35, 35, 35, 35, 35, 1688, 1688, 1694, 35061, 39474, 44514, 58758, 58758, 82920, 82920, 82920, 210871, 210871, 210872, 210872, 210872, 273152, 576973], [1688, 210871, 273152, 307015, 35061, 1694, 39474, 39474, 210871, 1694, 210871, 1688, 576973, 273152, 307015, 35, 273152, 35, 210871, 273152, 35, 210871, 58758]]"
307015,643199,"[[35, 35, 82920, 82920, 307015, 335733], [307015, 335733, 307015, 35, 335733, 643199]]","[[35, 35, 35, 82920, 82920, 210871, 210872, 210872, 307015, 335733], [210871, 307015, 335733, 307015, 35, 35, 210871, 35, 335733, 643199]]","[[35, 35, 35, 35, 35, 35061, 44514, 82920, 82920, 82920, 210871, 210871, 210872, 210872, 210872, 273152, 307015, 335733], [210871, 273152, 307015, 335733, 35061, 210871, 210871, 273152, 307015, 35, 273152, 35, 210871, 273152, 35, 210871, 335733, 643199]]"
307336,708945,"[[3243, 15076, 174418, 191222], [307336, 708945, 307336, 708945]]","[[3243, 15076, 24043, 32276, 32276, 174418, 174425, 191222], [307336, 708945, 15076, 15076, 174418, 307336, 174418, 708945]]","[[3243, 15076, 24043, 32276, 32276, 174418, 174425, 191222], [307336, 708945, 15076, 15076, 174418, 307336, 174418, 708945]]"
310530,38839,"[[1959, 1959, 3828, 22386, 22386], [310530, 38839, 310530, 310530, 38839]]","[[936, 940, 941, 941, 943, 1959, 1959, 3828, 22386, 22386], [3828, 3828, 3828, 940, 3828, 310530, 38839, 310530, 310530, 38839]]","[[936, 940, 940, 940, 941, 941, 941, 941, 943, 1959, 1959, 3828, 20180, 22386, 22386, 28265], [3828, 20180, 28265, 3828, 20180, 28265, 3828, 940, 3828, 310530, 38839, 310530, 943, 310530, 38839, 943]]"
310653,159897,"[[28957, 108962, 108962, 108983, 108983, 108983], [159897, 159897, 310653, 108962, 159897, 310653]]","[[28957, 35778, 35778, 108962, 108962, 108962, 108963, 108974, 108974, 108983, 108983, 108983], [159897, 108962, 108983, 108963, 159897, 310653, 108962, 108962, 108963, 108962, 159897, 310653]]","[[28957, 35778, 35778, 35778, 73146, 108962, 108962, 108962, 108963, 108974, 108974, 108983, 108983, 108983], [159897, 108962, 108983, 73146, 35778, 108963, 159897, 310653, 108962, 108962, 108963, 108962, 159897, 310653]]"
